country;iso2;iso3;year;new;diag;sex;age_low;age_high;value
Democratic Republic of the Congo;CD;COD;1993;new;rel;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1993;new;rel;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1993;new;rel;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1993;new;rel;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1993;new;rel;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1993;new;rel;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1993;new;rel;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1993;new;rel;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1993;new;rel;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1994;new;sp;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1994;new;sn;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1994;new;ep;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1994;new;rel;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1995;new;sp;m;00;14;373
Democratic Republic of the Congo;CD;COD;1995;new;sp;m;15;24;1572
Democratic Republic of the Congo;CD;COD;1995;new;sp;m;25;34;2382
Democratic Republic of the Congo;CD;COD;1995;new;sp;m;35;44;1890
Democratic Republic of the Congo;CD;COD;1995;new;sp;m;45;54;1184
Democratic Republic of the Congo;CD;COD;1995;new;sp;m;55;64;634
Democratic Republic of the Congo;CD;COD;1995;new;sp;m;65;99;289
Democratic Republic of the Congo;CD;COD;1995;new;sp;f;00;14;331
Democratic Republic of the Congo;CD;COD;1995;new;sp;f;15;24;1223
Democratic Republic of the Congo;CD;COD;1995;new;sp;f;25;34;1532
Democratic Republic of the Congo;CD;COD;1995;new;sp;f;35;44;1232
Democratic Republic of the Congo;CD;COD;1995;new;sp;f;45;54;863
Democratic Republic of the Congo;CD;COD;1995;new;sp;f;55;64;427
Democratic Republic of the Congo;CD;COD;1995;new;sp;f;65;99;137
Democratic Republic of the Congo;CD;COD;1995;new;sn;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1995;new;sn;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1995;new;ep;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1995;new;rel;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1996;new;sp;m;00;14;228
Democratic Republic of the Congo;CD;COD;1996;new;sp;m;15;24;1040
Democratic Republic of the Congo;CD;COD;1996;new;sp;m;25;34;1627
Democratic Republic of the Congo;CD;COD;1996;new;sp;m;35;44;1492
Democratic Republic of the Congo;CD;COD;1996;new;sp;m;45;54;998
Democratic Republic of the Congo;CD;COD;1996;new;sp;m;55;64;548
Democratic Republic of the Congo;CD;COD;1996;new;sp;m;65;99;285
Democratic Republic of the Congo;CD;COD;1996;new;sp;f;00;14;292
Democratic Republic of the Congo;CD;COD;1996;new;sp;f;15;24;1153
Democratic Republic of the Congo;CD;COD;1996;new;sp;f;25;34;1528
Democratic Republic of the Congo;CD;COD;1996;new;sp;f;35;44;1142
Democratic Republic of the Congo;CD;COD;1996;new;sp;f;45;54;728
Democratic Republic of the Congo;CD;COD;1996;new;sp;f;55;64;377
Democratic Republic of the Congo;CD;COD;1996;new;sp;f;65;99;149
Democratic Republic of the Congo;CD;COD;1996;new;sn;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1996;new;sn;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1996;new;ep;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1996;new;rel;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1997;new;sp;m;00;14;259
Democratic Republic of the Congo;CD;COD;1997;new;sp;m;15;24;1401
Democratic Republic of the Congo;CD;COD;1997;new;sp;m;25;34;1996
Democratic Republic of the Congo;CD;COD;1997;new;sp;m;35;44;1599
Democratic Republic of the Congo;CD;COD;1997;new;sp;m;45;54;996
Democratic Republic of the Congo;CD;COD;1997;new;sp;m;55;64;614
Democratic Republic of the Congo;CD;COD;1997;new;sp;m;65;99;276
Democratic Republic of the Congo;CD;COD;1997;new;sp;f;00;14;321
Democratic Republic of the Congo;CD;COD;1997;new;sp;f;15;24;1376
Democratic Republic of the Congo;CD;COD;1997;new;sp;f;25;34;1874
Democratic Republic of the Congo;CD;COD;1997;new;sp;f;35;44;1271
Democratic Republic of the Congo;CD;COD;1997;new;sp;f;45;54;723
Democratic Republic of the Congo;CD;COD;1997;new;sp;f;55;64;386
Democratic Republic of the Congo;CD;COD;1997;new;sp;f;65;99;150
Democratic Republic of the Congo;CD;COD;1997;new;sn;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1997;new;sn;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1997;new;ep;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1997;new;rel;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1998;new;sp;m;00;14;455
Democratic Republic of the Congo;CD;COD;1998;new;sp;m;15;24;3684
Democratic Republic of the Congo;CD;COD;1998;new;sp;m;25;34;5073
Democratic Republic of the Congo;CD;COD;1998;new;sp;m;35;44;3578
Democratic Republic of the Congo;CD;COD;1998;new;sp;m;45;54;2002
Democratic Republic of the Congo;CD;COD;1998;new;sp;m;55;64;997
Democratic Republic of the Congo;CD;COD;1998;new;sp;m;65;99;518
Democratic Republic of the Congo;CD;COD;1998;new;sp;f;00;14;651
Democratic Republic of the Congo;CD;COD;1998;new;sp;f;15;24;4074
Democratic Republic of the Congo;CD;COD;1998;new;sp;f;25;34;4536
Democratic Republic of the Congo;CD;COD;1998;new;sp;f;35;44;2716
Democratic Republic of the Congo;CD;COD;1998;new;sp;f;45;54;1295
Democratic Republic of the Congo;CD;COD;1998;new;sp;f;55;64;722
Democratic Republic of the Congo;CD;COD;1998;new;sp;f;65;99;272
Democratic Republic of the Congo;CD;COD;1998;new;sn;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1998;new;sn;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1998;new;ep;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1998;new;rel;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1999;new;sp;m;00;14;474
Democratic Republic of the Congo;CD;COD;1999;new;sp;m;15;24;4061
Democratic Republic of the Congo;CD;COD;1999;new;sp;m;25;34;5886
Democratic Republic of the Congo;CD;COD;1999;new;sp;m;35;44;4191
Democratic Republic of the Congo;CD;COD;1999;new;sp;m;45;54;2250
Democratic Republic of the Congo;CD;COD;1999;new;sp;m;55;64;1279
Democratic Republic of the Congo;CD;COD;1999;new;sp;m;65;99;626
Democratic Republic of the Congo;CD;COD;1999;new;sp;f;00;14;708
Democratic Republic of the Congo;CD;COD;1999;new;sp;f;15;24;4472
Democratic Republic of the Congo;CD;COD;1999;new;sp;f;25;34;4991
Democratic Republic of the Congo;CD;COD;1999;new;sp;f;35;44;3117
Democratic Republic of the Congo;CD;COD;1999;new;sp;f;45;54;1725
Democratic Republic of the Congo;CD;COD;1999;new;sp;f;55;64;836
Democratic Republic of the Congo;CD;COD;1999;new;sp;f;65;99;305
Democratic Republic of the Congo;CD;COD;1999;new;sn;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1999;new;sn;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1999;new;ep;f;65;99;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;m;00;14;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;m;15;24;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;m;25;34;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;m;35;44;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;m;45;54;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;m;55;64;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;m;65;99;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;f;00;14;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;f;15;24;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;f;25;34;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;f;35;44;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;f;45;54;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;f;55;64;NA
Democratic Republic of the Congo;CD;COD;1999;new;rel;f;65;99;NA
Democratic Republic of the Congo;CD;COD;2000;new;sp;m;00;14;485
Democratic Republic of the Congo;CD;COD;2000;new;sp;m;15;24;4048
Democratic Republic of the Congo;CD;COD;2000;new;sp;m;25;34;5833
Democratic Republic of the Congo;CD;COD;2000;new;sp;m;35;44;4151
Democratic Republic of the Congo;CD;COD;2000;new;sp;m;45;54;2549
Democratic Republic of the Congo;CD;COD;2000;new;sp;m;55;64;1295
Democratic Republic of the Congo;CD;COD;2000;new;sp;m;65;99;602
Democratic Republic of the Congo;CD;COD;2000;new;sp;f;00;14;718
Democratic Republic of the Congo;CD;COD;2000;new;sp;f;15;24;4422
Democratic Republic of the Congo;CD;COD;2000;new;sp;f;25;34;5146
Democratic Republic of the Congo;CD;COD;2000;new;sp;f;35;44;3309
Democratic Republic of the Congo;CD;COD;2000;new;sp;f;45;54;1724
Democratic Republic of the Congo;CD;COD;2000;new;sp;f;55;64;855
Democratic Republic of the Congo;CD;COD;2000;new;sp;f;65;99;351
Democratic Republic of the Congo;CD;COD;2000;new;sn;m;00;14;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;m;15;24;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;m;25;34;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;m;35;44;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;m;45;54;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;m;55;64;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;m;65;99;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;f;00;14;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;f;15;24;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;f;25;34;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;f;35;44;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;f;45;54;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;f;55;64;NA
Democratic Republic of the Congo;CD;COD;2000;new;sn;f;65;99;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;m;00;14;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;m;15;24;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;m;25;34;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;m;35;44;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;m;45;54;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;m;55;64;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;m;65;99;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;f;00;14;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;f;15;24;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;f;25;34;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;f;35;44;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;f;45;54;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;f;55;64;NA
Democratic Republic of the Congo;CD;COD;2000;new;ep;f;65;99;NA
Democratic Republic of the Congo;CD;COD;2000;new;rel;m;00;14;NA
Democratic Republic of the Congo;CD;COD;2000;new;rel;m;15;24;NA
